author,comment,sentiment,positive_score,negative_score,sentiment_score,channel,title
dewahyudi9549,"Dari 2018 hingga 2023 kasus Mega Korupsi, Pertamax di Oplos ngak pernah ada ganti rugi ke Masyarakat",negatif,0,2,-2,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
MuhammadAliAkbar-k3s,Itu bahlil bikin motor mabok krn banayak ethanolnya,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
SitiRumayah-u3d,"Gak cukup minta maaf,tangung jawab nya mana, yg curang itu bukan pom bensin. Tp pertamina itu yg harus di bersihkan",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
darojatariyanto5264,Gambaran buruk pertamina ngga ada habisnya,negatif,0,1,-1,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
jokoraharjo4250,Kenpa Bahlil gl d cari,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
DafiBaru-i8m,SAYA SALAH SATU KORBANNYA,negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
Casper12-15j,"Bahlul harus bertanggungjawab,
Setidaknya kalau gak mampu jadi mentri mengding mudur aja lah, daripada beloonnya menyusahkan masyarakat .",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
sarahnoerani1858,Pantesan beberapa bulan ini mobilku juga brebet.. kupikir kenapa yaaa?? Penyebabnya apakah karena pertalite plat merah??,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
IdaNurhasanah-u9p,Bensin dulu masrat di curi setiap hari    skrg lain cara lagi  supaya masrakat bisa di curi lagi  kalou motor macet gara  2 bensin pemerinta harus tanggung jawap masala nya gara 2 bensin,negatif,0,2,-2,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
MartiahSantoso-d9q,Ws keadaan ekonomi rakyat lagi susah ditambah motor rusak gara2 pertalite campuran menyusahkan rakyat kecil sja harusnya bisa buat makan malah buat service motor apa GK ngirit ngirit kita,negatif,0,2,-2,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
maskatrok1196,Bahlil kelihatan kebahlulannya,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
amungdoc3969,Waduuhhh....,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
abdulrahman-yl3dy,"Tidak bisa dimaafkan sudah terlalu banyak kendaraan yg rusak gara gara partalit jadi pelakunya harus ditindak sesuai dengan hukum yg berlaku bila perlu hukuman mati, udah salah baru minta maaf",negatif,0,2,-2,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
ahzamsamiunjazuli7133,Ayoo. Warga +62. Lanjutkan seperti 25 Agustus kemarin,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
Sanjaya-lp7sd,"Mudahnya bikin gaduh di konoha...!!
Kasus2 korup kakap gk bisa kelar, harus di alihkan mata publik ke isu yg waooo...😂😂😂
Biar publik lupa daratan di bikin mabuk terus oleh isu ...!",negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
TelekpitekM22,"YANG PERLU DI SIDAK ITU SI BAHLIL, BUKAN SPBU PAK.....",netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
ebitpurwanti6167,Minta maap doang....ponakan ane juga bisa????? Ganti rugi dong enak aja,negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
sunaraprijatnoapri6945,Di Luwuk Banggai sulteng juga banyak mobil & motor mogok.,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
TutikHariani-u5y,Lek org kaya ISO bwh kebengkel laa lek uang pas .Pasan...koyok AQ kmrn mari dibwh ke bengkel cr petramax gak ada isi pertalite Mane mogok Mane...gak kerjo gak ISO mkn...,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
MoaKikuchi-w9u2n,pertalite kah,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
donnynainggolan6257,"Simple aja kalo Shell, Vivo, Exxon mobil nggak mau pake padahal itu lebih menguntungkan.. berarti itu etanol berbahaya untuk mesin ..
Dari sini kita bisa liat perusahaan asing saja tidak mau merugikan/berbohong terhadap rakyat  indonesia tetapi Pertamina/ kok tega.. sudah hidup Susah dibuat susah.. bayar angsuran motor saja sudah berat.. harus mengeluarkan uang tambahan unt service motor lagi yg rusak akibat BBM yang tidak baik.. harusnya sebelum rakyat di jadikan kelinci percobaan, seharusnya para Mentri dan DPR dulu yang di wajibkan menggunakan BBM bermasalah ini, Mereka kan digaji rakyat sangat besar, dikasih mobil dinas yang terbaik,dapat tunjangan ini dan itu.. ini kok malah rakyat yang susah tambah dibikin susah",negatif,2,8,-6,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
RizkiTourLombok-s3v,Rizky terlalu Lombok,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
pamzferdinand7493,"Yg kayak begini dijual umum di SPBU trus yg disuruh brend lain beli minyak ke Pertamina bakalan dapet macam mana itu minyaknya😂😂
Bahlul ente😂😂",netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
InfoJustice,"Etanol kadarnya bisa 1-99%. Jika 99% = 1%nya air dan 99% alkohol.
Hampir dikatakan mungkin pakai Etanol yg 99% karena mahal bisa 2-4x harga bbm standar.",negatif,0,1,-1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
SugengMlg1264,Tutup aja pom nya biar pom nya nuntut pertamina.,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
TantiTanti-w9f,"Sejak manterinya ESDM Bah lul, Pertamina jadi Bubrah parah.",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
khoirulanam3985,Transer OPO wong sepeda Supra ijek tuku bensin 30 Ng pomp langsung gak Terimo brebet mrotoli,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
antondanovanmc1734,Udah bener ada SHELL apa sih indonesia ini bikin napok jidat 🤦🏿 ga paham sama pemerintahan skrg,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
SuarmanArman-m2j,"Pertamina sadar produknya sengaja di oplos dan dana operasionalnya di korupsi  sehingga mendapatkan uang berlipat lipat untuk memperkaya pejabatnya, harusnya semua pejabat dan bawahanya di ganti oleh pemerintah kalau memang berani jujur, bukanya bikin posko yang seakan akan rakyat lagi yg sengaja di jadikan korban, jadi seolah olah Pertamina dan pemerintah peduli dengan Rakyat, yg di syukuri rakyat sekarang sudah pintar hidup rakyat😎",positif,3,1,2,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
suharyonoyono7319,Kasus pertamina ini harus diusut sampai tuntas.,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
Megawati-m3z,"Inikanbsdh nggak satu fua ksli kejadian kenapa kok msh ada kejadian lg , kerja yg halsl sj tdk usa yg aneh2  karena itu dampak bg  masyarakst ,tp tdk tsuk lsh  sy sdh blg lskuksn yg menurut bg kalian yg menurut terbsik  jk ada yg slh resikonya tanggung sendiri hslzl itu berkah hslsl itu indah halsl itu selslu di ridhoi  sedikit tp berkah bsnyak tp merugiksn org lsin  resikonya bsr belskangan",positif,3,1,2,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
RealmeCy-yx6yu,"Kalau rusak kendaraan rakyat Pertamina gak ganti rugi,emang bener iblis",negatif,0,2,-2,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
lulychia6366,Motorku juga jadi korbannya 😭😭😭,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
TeddyAdiputra,oli mesin produksi Pertamina wajib dicek,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
wijilp9041,"Bisa lah , bisa bisa nye si bahlul aja lah bebas🤣🤣🤣🤣",netral,0,0,0,Rustanto Autoinfo,"Percobaan Ke-3, PERTAMAX dan PERTALITE apakah mengandung ETANOL?"
mianachayank2409,cuma gra2 uang 12rb uang ratusan ribu melayang.. bikij sengsara aja,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
JarWani-l1s,Negoro tam bah suwe gak tambah makmur malah tambah rusak pertalete di campur lagi bnyak spd mtr mogok termasuk spd sy menteri pd kemana ga ada yg tanggumg jwb ni ya alloh limdungilah umatmu dari org jajat,negatif,0,3,-3,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
suparjiparji9034,Aduh pusing kalau pertamina sdh banyak orang serakahnya hapus aja pertamina Ganti nama laen kek.orangnya juga ganti bos...rakyat aja yg jadi korban yg jualan tanggung jawabnya mana...😊,negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
faisalcibin7382,Kok pejabat nya anteng2 aj spt gak peduli.,positif,1,0,1,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
edog8954,cuma aduan doang buat apalah bgst,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
zamharir-t9s,"BACOTAN BAHLIL DIIKUTI.
KWALITAS BBM HARUS NGIKUTI SPEK MESIN, BUKAN SPEK BAHLIL.",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
muhammadragil1665,gitu kok suruh spbu swasta suruh beli dari mereka 😂,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
ronaldtopia7746,"Bukan tim ahli yang di ambil 😂 , knp polisi ?",netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
DwiekaSujarwo,"Pertamina menyusakan orang² kecil 
Motor saya kenak Rotax sama nosel injektor",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
muhammadfaisal1465,Otak maling lo,negatif,0,1,-1,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
IrpanMaulana-nik,goblog,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
yoyonkleee8903,Lamongan Tuban Bojonegoro sdh banyak yang mogok,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
harrylenardi2502,Cape deh. Bahlil,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
opniniku,mogok masal gara2 menterinya bahlull,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
lulychia6366,Motorku juga jadi korbannya 😭😭😭,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
Hendra-p9d,"Ah banyak crita Pertam,,ina,mn yg kalian tanggapi,sudah berlangsung lama kasus ni, tp SPBU tetap beroprasi",netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
mbaklilis2556,"Kemarin rekening di bekukan sekarang bensin di oplos,,😭😭😭",netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
rierincliqers7108,Sepedaku sama spda adekq sepedanya brebet pas mogok gbsa d hidupin sama sekali wes gmn pertamina ini BBMnya k' bgitu bikin spda mogok,netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
FendiSaja-x3p,"sidak sidak apa pasti sekongkol sama Pertamina, klu udah kjadian baru di cek, kemarin kemarin lo sidak apa, makan gaji buta dari rakyat kecil",netral,0,0,0,Health Tips with Uloma,"apakah nama ibumu di sini, cek #roblox #trending #lucu"
AbiMamo-w4v,"Motor sehat jadi brebet tau2 mati 😢 dzolim lu pada astagfirullah

Saya tap baunya maCAM Bensin yang d campur cat",negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
KevinAguSetiyono,Yg perlu di ganti itu menterinya sumpah deh kalo menterinya masih yg skrg kasihan rakyat,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
ahanabenkbruno,"Di kalsel juga , saya merasakan dan saya menguras eh kecuan bau alkohol , mogok"" mulu",negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
IlhamFirnando-f8r,..oknum korporat negara ini memang keterlaluan..😂,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
muksindona1625,"Harusnya pelaku curang pegawai pertamina hrs hukum mati bessama pemain elitenya, krn sdh sangat merugikan dan mmbuat gaduh",netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
agusrahmantoagusr4086,Pertamina banyak bohongnya.sampe kapanpun nga akan pernah jadi kelas dunia.,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
markeso8114,"Gampang y cuma minta maaf,motor masuk bengkel apa ga pakek biaya kalo cuma minta maaf,berani ga ga bikin rencana dipenjarakan",netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
dodyrachmady3986,surabaya semua motor injek jalan kyk motor kehabisan bensin karena pertalite....bahlil + pertamino memang asuuuuuuuu,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
KoretPal,Malah bikin susah,negatif,0,1,-1,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
andriandewa6168,Bahlil anj,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
TamaJenar,"BUMN banyak anj*ingnya,,,",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
edi9454,Kusut,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
NaidihToha,Wah korupsi maling lagi ga ada udah udahnya,negatif,1,2,-1,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
widioka,"GANTIII RUGII DOOOONG...
KALO SDH GANTI RUGI YG ADIL..
BARU INVENTIGASI SCR HUKUM",netral,1,1,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
yohanessuryoprabowo8760,Proyek ethanol nya Bahlil 😂😂😂😂,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
zoim1313,"Kalau terjadi di 1 spbu mungkin spbunya yg salah.
Tapi kalau beberapa spbu hanya bisa melihat hasil pemeriksaan dari hulu sampai hilir ... kenapa repot repot",negatif,0,1,-1,Health Tips with Uloma,"apakah nama ibumu di sini, cek #roblox #trending #lucu"
herlyshabara5290,Sarang penyamun,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
siboy3304,"Pertamina sudah kongkalikong saling menutupi...
Padahal ini kasus terang benderang dan banyak bukti.",netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
didiksujarwadi8085,Bila mana di temukan temuan BBM tercapur yg merusak kendaraan apakah ada pengantian  untuk perbaikan,negatif,0,1,-1,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
andysantana5035,Sudah mulai dicampur etanol kah???,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
Toniusmanalu08,Pertamina turun tangan  segera  kok rakyat jadi korban,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
amungdoc3969,RAKYAT MENGGUGAT,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
wiratmawiratma,kebanyakan campuran kayaknya,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
MauewllaRdi-r3i,"Kasih tau aja mba lokasinya
Biar gak ada korban lagi",netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
kevinpreset6955,"Rakus nya  pejabat, pertamina semakin menyakitkan masyarakat. Pejabat kaya Raya.",netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
pengamat..57,Pertamina banyak korupsinya.,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
Sinchan-m5l,Minta maaf doang xianjing ini. Tnagkap dalang pengoplos bbm itu. Kami tau sekarang alasan shell g mau beli bbm oplosan kalian😂😂😂😂😂,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
ChiaraLarasati-i7r,"Enak y cuma modal maaf doank, lah yg kena modal duit buat ke bengkel. Hadeh",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
JokoSusilo-o5i,"Pertamina sarang koruptor dan penipu ponaumen.
Ga tau malu lagi....",negatif,0,2,-2,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
Megawati-m3z,"Inikanbsdh nggak satu fua ksli kejadian kenapa kok msh ada kejadian lg , kerja yg halsl sj tdk usa yg aneh2  karena itu dampak bg  masyarakst ,tp tdk tsuk lsh  sy sdh blg lskuksn yg menurut bg kalian yg menurut terbsik  jk ada yg slh resikonya tanggung sendiri hslzl itu berkah hslsl itu indah halsl itu selslu di ridhoi  sedikit tp berkah bsnyak tp merugiksn org lsin  resikonya bsr belskangan",positif,3,1,2,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
sumarlimsdnbabatkumpul3161,"AKEEH TINGGAL BAJIN
GAN KETANGKEP minta
MA'AF, WONG GENDENG
WAE BISO DUDUL......... 
Sepedaku tetep rusak, 
Biayaaaaa, Duuu....... l",negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
BahrulIbadillah-d4e,Semua gara gara bahlul menteri bermental korup rakyat jadi korban,negatif,0,1,-1,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
parmoparmo2106,Negara Indonesia bobrok.... jelas' melanggar hukuk di diemin saja....ini di pemerintahan pennuh dengan mafia.... sampai kapan kalian mempermainkan Bangsa dan negara bung....apakah mau menunggu rakyatnya marah dan lapar....tunggu saja nanti....,netral,1,1,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
ELANGSAGARA-s8y,Kalau sudah terjadi begini siapa yg tanggung jawab.,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
faza-n4x5z,Kementrian esdm&pertamina sudah sangat lama zalim pada rakyat....menterinya siapa ya,negatif,0,1,-1,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
srisawitri1276,@pakbahlil terimakasih❤❤❤,netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
Suparlan-i5w,bahlil 😂😂😂😂😂😂😂😂😂😂😂😂bahlili😂😂😂😂😂😂😂😂,netral,0,0,0,Fokus Indosiar,"Warga Tuban Keluhkan Pertalite Bikin Motor Mogok, Polisi Lakukan Sidak SPBU | Fokus"
healahh1451,SPBU Surabay kek nya,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
adeevakhanza9127,Rakyat lagi yg di rugikan.. Bahlil Bahlil,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
muhammadragil1665,gitu kok suruh spbu swasta suruh beli dari mereka 😂,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
abahpurwadi3831,"Tidak hanya pertalike saja, saya baru isi pertamax tubo dipom bensin mesin brebet",netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
abunurulrahmaauliatsani666,Pantas ke puncak motor ngadat terusss setelah isi pertalite.,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
kang_baharsah2497,Nanti alasan Emang nya ada struk nya?,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
jack-z2n1b,"bensin itu harus mengikuti standarisasi mesin motor ataw mobil, bukan  sebaliknya,  ketololan bahlul ya bgitu.  yg harus di pertanyakan kenapa pak prabowo mempertahankan orang itu. ada apa dgn presiden ini",netral,0,0,0,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
HeriYanto-ub5tm,Di Bojonegoro ad posko pengaduan nya ap. Gak,netral,0,0,0,KOMPASTV,"Kasus Pertalite Diduga Bercampur Air, Pertamina Buka Posko Aduan untuk Masyarakat"
UsmanUmar-r6q9w,"Harga keekonomian 6500 kt pk menkeu ,di spbu 10 rb ,bermasslah pula aduh...",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
edi9454,Kusut,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
abualtan6416,Ganti menteri Bahlul!,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
RifalIqbalfaisal,Mereka ngulik biar untung.,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
Bangjatayu,Alah sok gak tahu Pertamina ini investigasi segala,negatif,0,1,-1,Kompas.com,"Kendaraan Mogok Usai Diisi Pertalite, Pertamina Lakukan Investigasi"
choppers2barbershop86,Bahlul minum biar mabok 😂😂😂,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
antasuma9226,Udh enek sama negara ini,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
NdokGodog,Yang putih itu ciu ya pak 😅😅😅😅😅,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
andriandewa6168,Bahlil anj,netral,0,0,0,Weezy Official,BENSIN VIRAL BIKIN MESIN BREBET!
ngatmam,Beli Pertamax ternyata motor nyandat2 .,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
SyamsulArifien-m2h,Sama punyaku juga malah ijeksi kena,netral,0,0,0,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
arifsyakrani,Tanya bahlil bg. Masak minyak dioplos. Klw dioplos pasti ada kekuranganny. Yg untung pertamina yg sengsara masyarakat. Ini kan yg mw ny bahlil untung atas pendwritaan rakyat. Ini sama juga dengan korup,negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
adidoyok3836,d mn ada p0sk0 efek bensin fortalet,netral,0,0,0,Harian Kompas,Motor di Jawa Timur Mogok Massal Usai Isi Pertalite
eddyae7792,Sepeda q mogok jir habis isi bensin,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
najibpatomy6169,Tuntut depot atau  tempat mengisi BBM tsbt,netral,0,0,0,KOMPASTV,"Kendaraan Mogok Usai Isi BBM Diduga Bercampur Air, SPBU Akan Tanggung Biaya Perbaikan"
JarWani-l1s,Negoro tam bah suwe gak tambah makmur malah tambah rusak pertalete di campur lagi bnyak spd mtr mogok termasuk spd sy menteri pd kemana ga ada yg tanggumg jwb ni ya alloh limdungilah umatmu dari org jajat,negatif,0,3,-3,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
zigfrid1202,"Enaknya cuma bilang MINTA MAAF, terus tanggung jawabnya gimana? Masa cuma minta maaf doang?",netral,0,0,0,CNN Indonesia,"Motor Mogok Massal Usai Isi Pertalite, Pertamina Minta Maaf"
arifsyakrani,Tanya bahlil bg. Masak minyak dioplos. Klw dioplos pasti ada kekuranganny. Yg untung pertamina yg sengsara masyarakat. Ini kan yg mw ny bahlil untung atas pendwritaan rakyat. Ini sama juga dengan korup,negatif,0,1,-1,tvOneNews ,"Viral Motor Mogok Gegara Pertalite, Pihak Pertamina Minta Maaf | tvOne"
Awi-s5l,Balasan Allah kerna kita mempermainkan petronas suatu waktu dahulu. Bersyukurlah kpd pertamina😮😅😂😂😂,netral,0,0,0,Tribunnews,"Motor Brebet Karena BBM Bercampur di Surabaya, Cak Ji Desak Pertamina Ganti Rugi"
